business_id,Date,Rating,Content,Review_auther,Review_image,Reactions,Replies,review_order,Eelite_status,check-in_status,business_name
"portos-bakery-and-cafe-northridge","""11/06/2022""",5,"So I'm a regular at their other locations and was jumping up and down when I heard they're opening closer to me in Northridge! Waited quite awhile for the actual opening and it surely did not disappoint!! The location is beautiful and modern, and big too! So far there's always a line to get in every time I visit, but I always buy at least a weeks worth of items, so it's worth the wait. Tasty and fresh, so many items to choose from! Both sweet and savory, just salivating as I'm writing and thinking about them! You can taste quality and not have to pay an arm and a leg here.

Once you get in front of the line to enter the bakery, they separate you into two lines in two separate sections. This is because they have two exact displays and cashiers for their bakery items. One on the left side of the store, and one on the right side of the store, both identical with the same items. They're just doing this to accommodate the large amount of customers. Once you get to actually order, you'll choose the items you want then they tell you to wait so they can pack it all up and have it ready for you to take home. Yes, more waiting, but if the end result is me chowing down on some yummy Porto treats for a whole week, then it's worth it! 

There's also a section that's for express order for their drinks and a few items of their pastries, so if you're not in need of their full menu or you just need to get a cup of coffee or cappuccino or latte, then head straight to that area so you don't have to wait in the long line for the bakery items. 

You can choose to dine in or takeout. The area to dine in looks beautiful, with modern atmosphere and it looks like it can accommodate a lot of people. Parking was easy every time I visited, but I can see how it can be hard when you come during busy times. You'll still get parking since it's in the same complex as the Northridge mall, but you may have to park a bit further away from the bakery. Service has always been friendly and super helpful. Never rushing you and always taking the time to explain things if you need to know what they are.

Hoping that the wait won't be so long as time passes by and the hype of their grand opening fades into normality. Then I'll come often for sure!","{""Friends"":36,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/Ase8T4E3w5nFhcvUoaom5A/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":171,""Reviews_made"":171,""URL"":""https://www.yelp.com/user_details?userid=G0a6l6RiYBpZygDSf5NiMw"",""Username"":""Laura J.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/ucglOdUGXppKgtHYEPsLfw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/B8mwilPOTCdERSqy0Y9xmA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/iQKTQL1Bq-iWs8pV_n-hsg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/EKEsnFSVV1Y72-RRYNi5xg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/BrnmsotK1-aj3ilUxd0jsg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/M0sM2EedTYjfsM-rfxs0Gg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/i0esnoBzYyTWdpTTyLQ0Ng/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/3-eSHbRArybM_cKgtWFCig/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/H0kIoPo8As29YLUmwAsb6w/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/7mhJssibQXlNLYADvh6jEQ/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",537,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""12/04/2022""",5,"Amazing Grand Opening! Nancy Cartwright (the voice of Bart Simpson), Angelica María, and Gabriel Iglesias (Fluffy) were there! 

We were able to get free pastries and a drink . 
Parking was not problem! We were also able to purchase some of our favorite treats and they were amazing! Can't wait to come back!","{""Friends"":4,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/kZDVCvcu5nV5VM_68TngMw/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":15,""Reviews_made"":20,""URL"":""https://www.yelp.com/user_details?userid=bNBI69osGejKsPSMovNrxw"",""Username"":""Jess G.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/q6vjQpB_hRV6yKAikW39qA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/NvaSiYyAPIncSOSp2VL0Qg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/6cHocpsHiZjD38p5kI47Tg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/OZ4SwDnBP1qPvUwcfLTlug/348s.jpg""]","[{""Number"":7,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":9,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",539,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""20/05/2022""",5,"Wow!!wow!!!wow!!!!
That is all I can say about this new portos located in Northridge!!!!! This restaurant..I say is freaking huge!!!! 1st time today. 5/19/22  Ample seats, beautiful decor, state of the art! Beautiful,  just beautiful!! I was like ...THIS PLACE IS OFF THE HOOK!!!! it feels like you're inside a hotel luxury casino in vegas or luxury airport, its amazing!!!!! I dont wanna talk about the pastries, cakes and all that, everyone knows portos is an absolute delicious , yummy stuff! You all know what's up lol.
This one triple size that of Burbank location and it's a feel good kinda thing once you step your foot in.
Portos gets all my love and bam!! 5 stars always!!!! 
Thank you for opening another great restaurant for everyone to enjoy!!!! Best thing that happened to Northridge lol","{""Friends"":2,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/X4zESQ9nqTT324YbKZQ3sg/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":5012,""Reviews_made"":171,""URL"":""https://www.yelp.com/user_details?userid=wLn6RarwOTniR1JUUft5iA"",""Username"":""Misty R.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/YmP7wh4LadoMH4DhILxAoA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/B9QTjQYZe4mymTDhdDawbw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/b1QY30JZ4mRlqAy-DzrwTw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/GyyxKqrBeDCC51Tpl1qF6Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/OHogj0L8goa413zllz-qzw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/M4f9V1BIvZ2_rWmHkr8y3A/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/35vkb3KchSA8oqR3JQr4fw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/LyyWfmusKfQhCg8ym2gkyg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/fkk5xBh_xuYy2IfihMBI-A/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/KJ62k2O6_KAz3XUFc6cwLg/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",553,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""27/04/2022""",4,"The line was long outside, but it moved relatively quick. The place was so crowded and loud inside. My order came out with an extra dozen that I didn't ask for, but I paid for them anyways. Porto's price is very reasonable, so I didn't make him do all the additional work of putting them back. They did not raise their prices despite the recent high rate of inflation. The quality has always been consistent and as expected from Porto's. It was my first time ordering plantain chips, and it was good. It stayed crispy for a couple days. My favorite is still the beef potato balls. Hopefully they offer the online order service for this location soon.","{""Friends"":453,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/zfIbo-0_JAj7pE8Cq_aeOQ/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":515,""Reviews_made"":136,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=6K4fqll026eAvOijeD0Myw"",""Username"":""Chloe T.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/sGcKFKEEvOX_MAJygAlR-A/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",565,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""21/09/2022""",5,"Passed by on my way back home. This Porto's is big! The service is quick and the food is really good. I got the ham and cheese croissant and an horchata cold brew for breakfast.

You can taste the horchata and the coffee in the drink, none overpower the other. Best horchata cold brew I've had.","{""Friends"":323,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/kL0lldvhG8YNaJkWbBbBQg/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":47,""Reviews_made"":24,""URL"":""https://www.yelp.com/user_details?userid=2B5rDu6TjvJcObMWu3oQAQ"",""Username"":""Saul P.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/h7mdlXw52zQxkw74fq_sHA/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",566,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""28/04/2022""",5,"First time I actually went in person to a Porto's to order the pastries! We got there around 3 and it was a 30 minute wait but it looks like the wait increased more after that time. We ordered the dulce latte, strawberry mojito, matcha latte, an assortment of pastries, and the pork tamale. I definitely recommend trying the dulce latte, the potato balls (there are 2 kinds and both are good),and cheese rolls. I think my favorite part of the visit was the drinks itself which I wasn't expecting! I'm looking forward to when online order is set up because right now it isn't.","{""Friends"":487,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/wI7OTlo1b1uDEE2iddGujg/60s.jpg"",""Location"":""Mission Viejo, CA"",""Photos"":206,""Reviews_made"":154,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=L0cF-1_C_LpLbus521Ey0g"",""Username"":""Hena L.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/JKnRc7Kiuvm3IWQeMP_uyQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/P2Gp4aHnVbw6cq2Vn-o6BA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/iL7DwxIDhiQYibA0agtIpw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",599,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""24/03/2024""",2,"The food is of high quality and a good value.  The workers are reasonably good except for Anna a manager  in the store, who took no action in managing a line for seating allowing people to cut in even though there were senior handicapped person waiting in line.  I brought this to her attention and she did nothing only providing her first name, after talking with Kevin another manager in the store did we found that this was the policy.  I am very disappointed with this experience .","{""Friends"":0,""Location"":""Thousand Oaks, CA"",""Photos"":1,""Reviews_made"":12,""URL"":""https://www.yelp.com/user_details?userid=d66c1ivcn-Tx_UK9Q0sUaA"",""Username"":""Joe M.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":1,""Title"":""Oh no""}]","[{""Content"":""Hello Joe, \nThank you for taking the time to connect with us. We are disappointed to hear about your experience and would appreciate an opportunity to personally connect with you regarding your visit. As you can imagine this is not the service, we have in mind for any of our guests. Please feel free to email us your name and phone number to guestservice@portosbakery.com so our team can reach out to you.\n\nBest,\nPilar\nGuest Service"",""Date"":""28/03/2024"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",622,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""02/10/2022""",5,"They have the best food and pastries ! 
Everything is fresh and delicious 
They have wonderful customer Service. 
The best part is that the price is amazing 
Where can you find this all in one place ? 
And there is a lot of places that you can park your car. 
I would definitely recommend trying out this place.","{""Friends"":532,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/XgYOHTUrKIFsh1PzDwZ0Fw/60s.jpg"",""Location"":""San Fernando Valley, CA"",""Photos"":141,""Reviews_made"":136,""URL"":""https://www.yelp.com/user_details?userid=z4IzRHenr5Wt6FcVd48Eow"",""Username"":""Kasandra N.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hello Kasandra, \nThank you for taking the time to write a review. We apologize for the experience you had during your visit at our bakery. As you can imagine, this is not the service we strive to provide. We would appreciate an opportunity to personally connect with you and further discuss your concerns. Please email guestservice@portosbakery.com with your username and phone number and our team will personally reach out to you. We look forward to speaking with you soon. Have a sweet day,\nMarla\nGuest Service"",""Date"":""05/12/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",667,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""02/09/2022""",5,"Very single item in this place is delicious. On top of the fact that everyone is nice and friendly. I come here on a regular from Bakersfield and will co ti he to do so.  I highly recommend potato balls, chick n croquettes, arroz con pollo balls and meat pies. Chocolate croissants are delicious too.","{""Friends"":2,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/hGK0CxYYoWacvgPIJiAiig/60s.jpg"",""Location"":""Bakersfield, CA"",""Photos"":52,""Reviews_made"":62,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=Hp_YvwZqZUXHhrX-9PqzsQ"",""Username"":""Joe C.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",677,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""03/07/2022""",5,"Very fresh and affordable. Lots of dining space outside. Only problem was getting the coffee. You have to wait so long even after you get your food . Pls pls pls fix it","{""Friends"":1260,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/MbyD-G_NYWt1kmga7khRzg/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":1401,""Reviews_made"":166,""URL"":""https://www.yelp.com/user_details?userid=Q4quWUh4onOe5jyDEFi5-A"",""Username"":""Shahriar M.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/c9zsAS8LQl79TEjmXzjRMQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/eepHvYzQdyyLvbi_mfv-TQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/COJpn1cszxNFrGDdLuyqVw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/vyNVNBP3bcDEGM48nYeMtA/348s.jpg""]","[{""Number"":3,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":3,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",699,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""26/12/2022""",5,"Portos never disappoints. The hardest thing is choosing what to get. The chocolate Parisienne cake is my favorite dessert 100%.","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/AziecrYvfi82uNrM91dVQQ/60s.jpg"",""Location"":""CA, CA"",""Photos"":8,""Reviews_made"":35,""URL"":""https://www.yelp.com/user_details?userid=VeevB0L-9VoiLkSp7hY5EQ"",""Username"":""Teresa N.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/PWNyPDM_Z3Gtb0gSQ_fPdA/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",708,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""13/08/2022""",5,"Is Porto's the best bakery in Los Angeles??? The answer is No! It's the best Bakery in the state...Maybe the country! For the price I can not think of another bakery around! The lines are truly the best early in the am! The Cheesecake and Mango Moose Cheesecake are just outstanding! Really a place to go in and really try to buy as much as you can and then spend the rest of the day delivering treats to people you love!!! With the new online ordering does make things much swifter...But the lines at all Porto's are no joke...Often a wait just to park at most locations! Oh, but so worth it!","{""Friends"":71,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/aK4wBo6gMuF04PduRLI2Tg/60s.jpg"",""Location"":""Thousand Oaks, CA"",""Photos"":312,""Reviews_made"":99,""URL"":""https://www.yelp.com/user_details?userid=EcHwiEc4OeNXQBPWwJBFPQ"",""Username"":""Tay N.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/b8Mj3pKxoEIS5_XL4TsWTg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/eMpZezGubn1if38qQ3qs4Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/49M2-YQRrlJbbw3Y-H_-kA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/WfuvE7nzcGdF3ddUPEEZFg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/_tZNFY9m3DRbC3vhBKHw_Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ZIe7LJnN5r3Q2yJlCNSiPg/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",760,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""04/02/2023""",1,"Got there about an hour before they closed.  Waited over 30 min in line, finally ordered two dozen cheese rolls.  Been told to wait 10 min cuz they are in oven.  After 10 min, they told me 20 more min.  Decided to wait.  After 20 min cheese rolls are all sold out. Told them they should have just tell me when I ordered, the person at the front just stared at me. No apology but staring.  Finally the person next to him said they could call manager.  I walked away.  Wonder what happened to cheese rolls in the oven that they told me ?!?!","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/wl29srTYm9Wt0jfsxtUE7Q/60s.jpg"",""Location"":""Porter Ranch, Los Angeles, CA"",""Photos"":20,""Reviews_made"":8,""URL"":""https://www.yelp.com/user_details?userid=eNVnpLlfMm6058Sn6mBdoQ"",""Username"":""Eunice C.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hello Eunice, \n\nThank you for taking the time to write a review. I am very disappointed to hear about the experience you had during your visit at our bakery. This is not the service we strive to provide and I would appreciate an opportunity to personally connect with you and further discuss your experience. \n\nPlease email guestservice@portosbakery.com with your username and phone number and our team will personally reach out to you.\n\nI look forward to speaking with you soon. \nHave a sweet day,\nElise\nGuest Service"",""Date"":""06/02/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",769,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""12/07/2022""",5,"Omg, this place is amazing.  Big and beautiful cafe that can hold all the guests on a busy weekend.  My favorite is the chocolate croissant.  In my opinion, their best items are cheese rolls, guava cheese rolls, potato balls, dulce de leche besitos, and milk and berries cake.  So many items to choose from.  Just try everything.  You never know what you will like.  And fresh orange juice from the coffee bar","{""Friends"":42,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/D3XFcEso5aSKVNFBs7HR1g/60s.jpg"",""Location"":""San Fernando, CA"",""Photos"":55,""Reviews_made"":20,""URL"":""https://www.yelp.com/user_details?userid=T_6HcGpteUahWixDHIdxjg"",""Username"":""Rodeline E.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/j4yuDB7BYTo4mptkSm4ckA/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hello Rodeline,\n\nThank you so much for sharing your experience with us and the yelp community. It is great to hear that you had a wonderful visit at our newest bakery. It truly is beautiful! I hope we have the opportunity to keep serving you! Have a beautiful day and see you back soon!\n\nSincerely,\n\nGaby\nGuest Service"",""Date"":""15/07/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",781,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""19/08/2022""",5,"This new location is busy but beautiful. The staff are kind.  The line moved quickly today (Friday). The food never disappoints!!","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/Thrxhnz6Bcek195YOwGMxw/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":12,""Reviews_made"":7,""URL"":""https://www.yelp.com/user_details?userid=PdAdgdzMu-LiBh8fw4DNww"",""Username"":""Nichelle G.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/2mE22GzHur2FxlunCLuu3g/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",797,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""20/06/2022""",5,"What can I write that hasn't already been written about Porto's. Unless you have been living under a rock for the past quarter century, you already know the meat pies, potato balls, refugiados, media noches and all the other good stuff here.","{""Friends"":1,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/8Ujo2U2tBmGcC8afwM2kKA/60s.jpg"",""Location"":""Porter Ranch, Porter Ranch, CA"",""Photos"":191,""Reviews_made"":85,""URL"":""https://www.yelp.com/user_details?userid=0ifBlclyKgS5oOFAAZQrHw"",""Username"":""Gabriel C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/_tLC6aKi6_Td6HStw6MoYQ/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",856,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""04/07/2023""",2,"This place has terrible service when it comes to managing scheduled time when ordered online. Almost an hour wait for an order that was placed hours before!! People very upset today!! And every time I come I tell myself ok maybe today was a bad day but NO! IT IS EVERY TIME!!it is NOT ok to make people late to special engagements because of their lack of care and management on orders.","{""Friends"":0,""Location"":""Canoga Park, CA"",""Photos"":42,""Reviews_made"":58,""URL"":""https://www.yelp.com/user_details?userid=NkGe7dcQLaGxPdTZ7MSHrw"",""Username"":""Cecilia S.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hello Cecilia, \n\nThank you for taking the time to write a review. I am very disappointed to hear about the experience you had during your visit at our bakery. This is not the service we strive to provide and I would appreciate an opportunity to personally connect with you and further discuss your experience. \n\nPlease email guestservice@portosbakery.com with your username and phone number and our team will personally reach out to you.\n\nI look forward to speaking with you soon. \nHave a sweet day,\nElise\nGuest Service"",""Date"":""09/07/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",890,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""22/07/2022""",3,"I had a online order today and I went to pick up my order and they ran out of the items I wanted. The lady was very understanding and so was I. I get that sometimes things run out which was fine she recommended some other items to me so I decided to give them a try. When she told me to give the mango moose bomb it sounded delicious. I wasn't expecting chocolate to be inside if my mango moose bomb. When I checked online it didn't say chocolate was suppose to be in the mango moose bomb.","{""Friends"":0,""Location"":""Winnetka, San Fernando Valley, CA"",""Photos"":1,""Reviews_made"":1,""URL"":""https://www.yelp.com/user_details?userid=34I1fbxsTcUasTKRcbR4Zw"",""Username"":""Javier C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/-xpGOqmLv6IvXIL76M021w/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",900,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""29/05/2022""",1,"I started to turn around and leave after I saw the third dog in this new Porto's, but against my better judgement I bought some empanadas, plantains, potato balls, and cheese rolls. I will not be going back after finding a long blonde human hair wrapped in one on the cheese rolls when I was warming it up at home. Can't be mine as I am a bald Black man.","{""Friends"":0,""Location"":""Los Angeles, CA"",""Photos"":3,""Reviews_made"":8,""URL"":""https://www.yelp.com/user_details?userid=GLxWwdh1Ri6uEqnhYChhwA"",""Username"":""Keith R.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/ny9JEZ4Rn9ZiaTb25OBlxg/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",972,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""07/08/2022""",5,"Wow!!! I love it!!! Love the look as you walk in. The outside seating is spacious. Twice the size of Burbank. I placed my order at 10:30 the night before and picked it up the next morning. And I added a tres leche loaf to the order. The customer service was kind and courteous. I look forward to having brunch with friends here soon!!","{""Friends"":0,""Location"":""Canyon Country, CA"",""Photos"":12,""Reviews_made"":3,""URL"":""https://www.yelp.com/user_details?userid=eZof1cvWy1hDBsCSk_G_9A"",""Username"":""Lisa A.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/M5U1c5BY4G2A0PBkgTIE4Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/f4GN40MlmDStg3bdNgH9PQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/b7LusdhnSHEATho47Ql7XA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/RVGUwhClqZmd9lclIcdN6w/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/uLhSd-CzQ6BHac-NdMBfnw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/_SZQ8QqGOtHt2Q47C9_Pgg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/pgAkBHNFjL-5yJvhgfeVlA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/DDBZ-T7F4fszd1v-Gm8q1Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/JlFBy9rb67V7KaRIDg6Jmg/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",1026,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""16/08/2022""",5,"Very good  one of the best , #1, great service wonderful taste , I will try the coffee","{""Friends"":0,""Location"":""Beltsville, MD"",""Photos"":28,""Reviews_made"":42,""URL"":""https://www.yelp.com/user_details?userid=4nKzrma9KOuyWBH2LeIiLQ"",""Username"":""Delcy P.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/MdBT49o1laom7bJAQUjvyg/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",1064,"","0 check-in","Porto's Bakery and Cafe"
